,Unnamed: 0,label
776,776,10
777,777,0
778,778,6
779,779,1
780,780,1
781,781,1
782,782,3
783,783,1
784,784,6
785,785,0
786,786,0
787,787,2
788,788,0
789,789,1
790,790,1
791,791,8
792,792,5
793,793,0
794,794,8
795,795,11
796,796,1
797,797,8
798,798,2
799,799,9
800,800,7
801,801,2
802,802,1
803,803,4
804,804,2
805,805,0
806,806,10
807,807,11
808,808,2
809,809,1
810,810,1
811,811,3
812,812,0
813,813,4
814,814,2
815,815,0
816,816,1
817,817,11
818,818,5
819,819,2
820,820,0
821,821,2
822,822,4
823,823,1
824,824,7
825,825,0
826,826,10
827,827,10
828,828,0
829,829,1
830,830,6
831,831,2
832,832,8
833,833,9
834,834,3
835,835,9
836,836,3
837,837,1
838,838,2
839,839,3
840,840,0
841,841,0
842,842,4
843,843,4
844,844,3
845,845,2
846,846,5
847,847,3
848,848,5
849,849,3
850,850,0
851,851,1
852,852,1
853,853,5
854,854,1
855,855,2
856,856,3
857,857,4
858,858,0
859,859,1
860,860,1
861,861,4
862,862,2
863,863,1
864,864,0
865,865,2
866,866,10
867,867,1
868,868,0
869,869,3
870,870,6
871,871,0
872,872,2
873,873,0
874,874,1
875,875,7
876,876,9
877,877,0
878,878,7
879,879,2
880,880,0
881,881,2
882,882,5
883,883,3
884,884,2
885,885,5
886,886,3
887,887,4
888,888,3
889,889,7
890,890,0
891,891,10
892,892,2
893,893,0
894,894,3
895,895,0
896,896,2
897,897,9
898,898,9
899,899,0
900,900,0
901,901,2
902,902,4
903,903,0
904,904,0
905,905,7
906,906,1
907,907,6
908,908,2
909,909,0
910,910,0
911,911,1
912,912,8
913,913,3
914,914,1
915,915,2
916,916,0
917,917,5
918,918,1
919,919,2
920,920,6
921,921,2
922,922,1
923,923,6
924,924,0
925,925,1
926,926,0
927,927,12
928,928,0
929,929,11
930,930,7
931,931,3
932,932,0
933,933,0
934,934,5
935,935,3
936,936,7
937,937,1
938,938,4
939,939,2
940,940,3
941,941,3
942,942,2
943,943,2
944,944,2
945,945,3
946,946,10
947,947,0
948,948,13
949,949,0
950,950,1
951,951,3
952,952,8
953,953,2
954,954,2
955,955,9
956,956,0
957,957,0
958,958,2
959,959,1
960,960,7
961,961,9
962,962,1
963,963,5
964,964,2
965,965,0
966,966,0
967,967,1
968,968,6
969,969,3
970,970,8
971,971,1
972,972,1
973,973,8
974,974,1
975,975,2
976,976,0
977,977,2
978,978,1
979,979,2
980,980,5
981,981,6
982,982,1
983,983,7
984,984,4
985,985,0
986,986,0
987,987,3
988,988,7
989,989,5
990,990,2
991,991,0
992,992,4
993,993,1
994,994,7
995,995,1
996,996,4
997,997,0
998,998,2
999,999,2
1000,1000,2
1001,1001,2
1002,1002,6
1003,1003,0
1004,1004,3
1005,1005,6
1006,1006,9
1007,1007,0
1008,1008,0
1009,1009,5
1010,1010,1
1011,1011,4
1012,1012,3
1013,1013,4
1014,1014,0
1015,1015,4
1016,1016,0
1017,1017,0
1018,1018,10
1019,1019,8
1020,1020,1
1021,1021,6
1022,1022,2
1023,1023,12
1024,1024,1
1025,1025,3
1026,1026,0
1027,1027,1
1028,1028,5
1029,1029,2
1030,1030,3
1031,1031,1
1032,1032,0
1033,1033,10
1034,1034,3
1035,1035,5
1036,1036,1
1037,1037,0
1038,1038,3
1039,1039,2
1040,1040,2
1041,1041,2
1042,1042,10
1043,1043,1
1044,1044,8
1045,1045,0
1046,1046,11
1047,1047,4
1048,1048,0
1049,1049,10
1050,1050,5
1051,1051,3
1052,1052,10
1053,1053,0
1054,1054,7
1055,1055,1
1056,1056,4
1057,1057,2
1058,1058,8
1059,1059,0
1060,1060,1
1061,1061,1
1062,1062,1
1063,1063,3
1064,1064,3
1065,1065,1
1066,1066,3
1067,1067,3
1068,1068,2
1069,1069,9
1070,1070,0
1071,1071,0
1072,1072,2
1073,1073,3
1074,1074,2
1075,1075,7
1076,1076,9
1077,1077,5
1078,1078,1
1079,1079,0
1080,1080,2
1081,1081,2
1082,1082,0
1083,1083,8
1084,1084,6
1085,1085,1
1086,1086,3
1087,1087,0
1088,1088,2
1089,1089,3
1090,1090,6
1091,1091,1
1092,1092,2
1093,1093,9
1094,1094,6
1095,1095,1
1096,1096,3
1097,1097,1
1098,1098,8
1099,1099,5
1100,1100,2
1101,1101,4
1102,1102,0
1103,1103,7
1104,1104,1
1105,1105,5
1106,1106,5
1107,1107,4
1108,1108,3
1109,1109,1
1110,1110,0
1111,1111,3
1112,1112,4
1113,1113,3
1114,1114,5
1115,1115,0
1116,1116,11
1117,1117,3
1118,1118,0
1119,1119,2
1120,1120,1
1121,1121,6
1122,1122,5
1123,1123,0
1124,1124,0
1125,1125,5
1126,1126,1
1127,1127,11
1128,1128,2
1129,1129,0
1130,1130,1
1131,1131,0
1132,1132,8
1133,1133,6
1134,1134,1
1135,1135,2
1136,1136,3
1137,1137,0
1138,1138,5
1139,1139,1
1140,1140,1
1141,1141,1
1142,1142,9
1143,1143,7
1144,1144,3
1145,1145,3
1146,1146,1
1147,1147,0
1148,1148,2
1149,1149,1
1150,1150,0
1151,1151,1
1152,1152,4
1153,1153,3
1154,1154,8
1155,1155,0
1156,1156,1
1157,1157,11
1158,1158,12
1159,1159,4
1160,1160,10
1161,1161,1
1162,1162,2
1163,1163,13
1164,1164,2
1165,1165,0
1166,1166,2
1167,1167,12
1168,1168,0
1169,1169,12
1170,1170,4
1171,1171,0
1172,1172,1
1173,1173,2
1174,1174,2
1175,1175,0
1176,1176,6
1177,1177,3
1178,1178,3
1179,1179,4
1180,1180,0
1181,1181,10
1182,1182,0
1183,1183,9
1184,1184,1
1185,1185,0
1186,1186,2
1187,1187,1
1188,1188,2
1189,1189,1
1190,1190,9
1191,1191,12
1192,1192,6
1193,1193,2
1194,1194,2
1195,1195,1
1196,1196,3
1197,1197,0
1198,1198,2
1199,1199,0
1200,1200,0
1201,1201,2
1202,1202,8
1203,1203,0
1204,1204,2
1205,1205,4
1206,1206,3
1207,1207,3
1208,1208,1
1209,1209,5
1210,1210,3
1211,1211,4
1212,1212,2
1213,1213,0
1214,1214,1
1215,1215,4
1216,1216,8
1217,1217,0
1218,1218,0
1219,1219,8
1220,1220,8
1221,1221,6
1222,1222,4
1223,1223,2
1224,1224,2
1225,1225,1
1226,1226,7
1227,1227,1
1228,1228,1
1229,1229,9
1230,1230,1
1231,1231,0
1232,1232,11
1233,1233,7
1234,1234,10
1235,1235,1
1236,1236,4
1237,1237,11
1238,1238,0
1239,1239,2
1240,1240,4
1241,1241,2
1242,1242,9
1243,1243,6
1244,1244,2
1245,1245,4
1246,1246,0
1247,1247,8
1248,1248,2
1249,1249,3
1250,1250,8
1251,1251,9
1252,1252,3
1253,1253,1
1254,1254,4
1255,1255,2
1256,1256,3
1257,1257,5
1258,1258,0
1259,1259,2
1260,1260,0
1261,1261,4
1262,1262,7
1263,1263,1
1264,1264,8
1265,1265,2
1266,1266,4
1267,1267,1
1268,1268,9
1269,1269,4
1270,1270,4
1271,1271,1
1272,1272,2
1273,1273,8
1274,1274,5
1275,1275,2
1276,1276,10
1277,1277,0
1278,1278,5
1279,1279,4
1280,1280,3
1281,1281,7
1282,1282,1
1283,1283,2
1284,1284,5
1285,1285,1
1286,1286,1
1287,1287,2
1288,1288,2
1289,1289,5
1290,1290,0
1291,1291,2
1292,1292,5
1293,1293,1
1294,1294,3
1295,1295,0
1296,1296,0
1297,1297,5
1298,1298,2
1299,1299,13
1300,1300,4
1301,1301,5
1302,1302,4
1303,1303,3
1304,1304,11
1305,1305,2
1306,1306,2
1307,1307,2
1308,1308,3
1309,1309,0
1310,1310,0
1311,1311,0
1312,1312,5
1313,1313,3
1314,1314,2
1315,1315,4
1316,1316,8
1317,1317,1
1318,1318,0
1319,1319,2
1320,1320,1
1321,1321,1
1322,1322,0
1323,1323,0
1324,1324,6
1325,1325,0
1326,1326,8
1327,1327,3
1328,1328,0
1329,1329,7
1330,1330,11
1331,1331,3
1332,1332,0
1333,1333,4
1334,1334,2
1335,1335,2
1336,1336,4
1337,1337,2
1338,1338,2
1339,1339,1
1340,1340,9
1341,1341,1
1342,1342,3
1343,1343,0
1344,1344,1
1345,1345,0
1346,1346,10
1347,1347,2
1348,1348,3
1349,1349,7
1350,1350,5
1351,1351,0
1352,1352,5
1353,1353,5
1354,1354,5
1355,1355,0
1356,1356,0
1357,1357,2
1358,1358,2
1359,1359,3
1360,1360,1
1361,1361,8
1362,1362,1
1363,1363,4
1364,1364,3
1365,1365,6
1366,1366,0
1367,1367,5
1368,1368,8
1369,1369,7
1370,1370,1
1371,1371,1
1372,1372,3
1373,1373,0
1374,1374,2
1375,1375,3
1376,1376,0
1377,1377,1
1378,1378,9
1379,1379,6
1380,1380,2
1381,1381,6
1382,1382,1
1383,1383,2
1384,1384,5
1385,1385,0
1386,1386,2
1387,1387,1
1388,1388,10
1389,1389,6
1390,1390,4
1391,1391,12
1392,1392,0
1393,1393,2
1394,1394,8
1395,1395,3
1396,1396,8
1397,1397,8
1398,1398,2
1399,1399,8
1400,1400,0
1401,1401,8
1402,1402,0
1403,1403,1
1404,1404,0
1405,1405,1
1406,1406,4
1407,1407,9
1408,1408,2
1409,1409,9
1410,1410,9
1411,1411,2
1412,1412,0
1413,1413,1
1414,1414,1
1415,1415,5
1416,1416,6
1417,1417,7
1418,1418,10
1419,1419,2
1420,1420,3
1421,1421,4
1422,1422,1
1423,1423,4
1424,1424,1
1425,1425,6
1426,1426,1
1427,1427,6
1428,1428,2
1429,1429,11
1430,1430,0
1431,1431,1
1432,1432,1
1433,1433,6
1434,1434,10
1435,1435,0
1436,1436,5
1437,1437,8
1438,1438,1
1439,1439,0
1440,1440,0
1441,1441,8
1442,1442,1
1443,1443,5
1444,1444,5
1445,1445,2
1446,1446,2
1447,1447,5
1448,1448,7
1449,1449,4
1450,1450,7
1451,1451,4
1452,1452,2
1453,1453,1
1454,1454,2
1455,1455,4
1456,1456,3
1457,1457,4
1458,1458,1
1459,1459,8
1460,1460,0
1461,1461,2
1462,1462,5
1463,1463,1
1464,1464,1
1465,1465,7
1466,1466,0
1467,1467,0
1468,1468,2
1469,1469,10
1470,1470,3
1471,1471,4
1472,1472,2
1473,1473,3
1474,1474,0
1475,1475,5
1476,1476,2
1477,1477,0
1478,1478,2
1479,1479,11
1480,1480,10
1481,1481,6
1482,1482,2
1483,1483,0
1484,1484,2
1485,1485,1
1486,1486,2
1487,1487,1
1488,1488,4
1489,1489,2
1490,1490,4
1491,1491,5
1492,1492,7
1493,1493,1
1494,1494,2
1495,1495,1
1496,1496,2
1497,1497,1
1498,1498,3
1499,1499,5
1500,1500,5
1501,1501,2
1502,1502,2
1503,1503,0
1504,1504,1
1505,1505,5
1506,1506,5
1507,1507,3
1508,1508,5
1509,1509,0
1510,1510,3
1511,1511,3
1512,1512,1
1513,1513,6
1514,1514,9
1515,1515,0
1516,1516,1
1517,1517,3
1518,1518,1
1519,1519,0
1520,1520,1
1521,1521,1
1522,1522,12
1523,1523,1
1524,1524,0
1525,1525,5
1526,1526,9
1527,1527,4
1528,1528,1
1529,1529,2
1530,1530,6
1531,1531,0
1532,1532,2
1533,1533,0
1534,1534,0
1535,1535,1
1536,1536,3
1537,1537,7
1538,1538,4
1539,1539,6
1540,1540,2
1541,1541,2
1542,1542,0
1543,1543,3
1544,1544,1
1545,1545,2
1546,1546,2
1547,1547,3
1548,1548,3
1549,1549,8
1550,1550,5
1551,1551,2
1552,1552,12
1553,1553,4
1554,1554,0
1555,1555,3
1556,1556,2
1557,1557,2
1558,1558,2
1559,1559,8
1560,1560,3
1561,1561,5
1562,1562,2
1563,1563,1
1564,1564,3
1565,1565,2
1566,1566,6
1567,1567,4
1568,1568,2
1569,1569,2
1570,1570,8
1571,1571,0
1572,1572,4
1573,1573,3
1574,1574,3
1575,1575,6
1576,1576,0
1577,1577,0
1578,1578,1
1579,1579,0
1580,1580,8
1581,1581,4
1582,1582,2
1583,1583,0
1584,1584,0
1585,1585,0
1586,1586,7
1587,1587,0
1588,1588,4
1589,1589,3
1590,1590,7
1591,1591,1
1592,1592,2
1593,1593,1
1594,1594,3
1595,1595,1
1596,1596,1
1597,1597,3
1598,1598,5
1599,1599,1
1600,1600,1
1601,1601,0
1602,1602,4
1603,1603,2
1604,1604,1
1605,1605,2
1606,1606,3
1607,1607,3
1608,1608,3
1609,1609,8
1610,1610,1
1611,1611,2
1612,1612,12
1613,1613,3
1614,1614,4
1615,1615,1
1616,1616,0
1617,1617,3
1618,1618,2
1619,1619,5
1620,1620,0
1621,1621,5
1622,1622,0
1623,1623,0
1624,1624,3
1625,1625,6
1626,1626,1
1627,1627,0
1628,1628,2
1629,1629,0
1630,1630,1
1631,1631,0
1632,1632,1
1633,1633,2
1634,1634,0
1635,1635,4
1636,1636,0
1637,1637,8
1638,1638,5
1639,1639,7
1640,1640,2
1641,1641,5
1642,1642,3
1643,1643,0
1644,1644,2
1645,1645,2
1646,1646,2
1647,1647,3
1648,1648,4
1649,1649,2
1650,1650,0
1651,1651,8
1652,1652,2
1653,1653,9
1654,1654,3
1655,1655,0
1656,1656,1
1657,1657,0
1658,1658,0
1659,1659,0
1660,1660,2
1661,1661,1
1662,1662,8
1663,1663,2
1664,1664,11
1665,1665,9
1666,1666,0
1667,1667,3
1668,1668,0
1669,1669,11
1670,1670,1
1671,1671,3
1672,1672,5
1673,1673,1
1674,1674,3
1675,1675,9
1676,1676,9
1677,1677,2
1678,1678,3
1679,1679,2
1680,1680,4
1681,1681,1
1682,1682,0
1683,1683,12
1684,1684,2
1685,1685,1
1686,1686,1
1687,1687,2
1688,1688,4
1689,1689,2
1690,1690,2
1691,1691,6
1692,1692,1
1693,1693,8
1694,1694,10
1695,1695,7
1696,1696,0
1697,1697,4
1698,1698,2
1699,1699,0
1700,1700,5
1701,1701,1
1702,1702,8
1703,1703,1
1704,1704,2
1705,1705,1
1706,1706,5
1707,1707,0
1708,1708,3
1709,1709,1
1710,1710,0
1711,1711,0
1712,1712,0
1713,1713,1
1714,1714,2
1715,1715,0
1716,1716,4
1717,1717,7
1718,1718,2
1719,1719,4
1720,1720,0
1721,1721,2
1722,1722,6
1723,1723,0
1724,1724,2
1725,1725,1
1726,1726,2
1727,1727,2
1728,1728,0
1729,1729,0
1730,1730,3
1731,1731,0
1732,1732,4
1733,1733,2
1734,1734,2
1735,1735,5
1736,1736,1
1737,1737,0
1738,1738,3
1739,1739,2
1740,1740,2
1741,1741,6
1742,1742,1
1743,1743,5
1744,1744,6
1745,1745,2
1746,1746,1
1747,1747,1
1748,1748,0
1749,1749,2
1750,1750,1
1751,1751,0
1752,1752,1
1753,1753,2
1754,1754,0
1755,1755,3
1756,1756,6
1757,1757,0
1758,1758,9
1759,1759,0
1760,1760,11
1761,1761,1
1762,1762,2
1763,1763,0
1764,1764,0
1765,1765,4
1766,1766,8
1767,1767,3
1768,1768,4
1769,1769,2
1770,1770,3
1771,1771,2
1772,1772,3
1773,1773,9
1774,1774,1
1775,1775,1
1776,1776,3
1777,1777,1
1778,1778,0
1779,1779,4
1780,1780,7
1781,1781,0
1782,1782,0
1783,1783,1
1784,1784,3
1785,1785,2
1786,1786,1
1787,1787,1
1788,1788,0
1789,1789,8
1790,1790,8
1791,1791,7
1792,1792,1
1793,1793,6
1794,1794,2
1795,1795,3
1796,1796,1
1797,1797,1
1798,1798,9
1799,1799,9
1800,1800,3
1801,1801,3
1802,1802,10
1803,1803,0
1804,1804,7
1805,1805,0
1806,1806,0
1807,1807,8
1808,1808,1
1809,1809,1
1810,1810,1
1811,1811,0
1812,1812,0
1813,1813,8
1814,1814,1
1815,1815,7
1816,1816,3
1817,1817,0
1818,1818,3
1819,1819,0
1820,1820,3
1821,1821,5
1822,1822,1
1823,1823,2
1824,1824,2
1825,1825,3
1826,1826,2
1827,1827,6
1828,1828,0
1829,1829,2
1830,1830,0
1831,1831,3
1832,1832,0
1833,1833,7
1834,1834,1
1835,1835,0
1836,1836,8
1837,1837,4
1838,1838,0
1839,1839,2
1840,1840,8
1841,1841,0
1842,1842,2
1843,1843,2
1844,1844,1
1845,1845,3
1846,1846,10
1847,1847,2
1848,1848,2
1849,1849,0
1850,1850,7
1851,1851,4
1852,1852,3
1853,1853,0
1854,1854,1
1855,1855,1
1856,1856,2
1857,1857,11
1858,1858,7
1859,1859,8
1860,1860,2
1861,1861,3
1862,1862,0
1863,1863,3
1864,1864,7
1865,1865,5
1866,1866,2
1867,1867,1
1868,1868,9
1869,1869,2
1870,1870,3
1871,1871,2
1872,1872,1
1873,1873,5
1874,1874,4
1875,1875,5
1876,1876,2
1877,1877,3
1878,1878,0
1879,1879,0
1880,1880,5
1881,1881,9
1882,1882,1
1883,1883,9
1884,1884,1
1885,1885,7
1886,1886,0
1887,1887,0
1888,1888,2
1889,1889,11
1890,1890,0
1891,1891,0
1892,1892,7
1893,1893,12
1894,1894,4
1895,1895,0
1896,1896,0
1897,1897,2
1898,1898,4
1899,1899,0
1900,1900,0
1901,1901,2
1902,1902,7
1903,1903,0
1904,1904,2
1905,1905,1
1906,1906,8
1907,1907,1
1908,1908,0
1909,1909,1
1910,1910,2
1911,1911,3
1912,1912,7
1913,1913,0
1914,1914,4
1915,1915,10
1916,1916,1
1917,1917,9
1918,1918,1
1919,1919,1
1920,1920,3
1921,1921,13
1922,1922,1
1923,1923,0
1924,1924,0
1925,1925,0
1926,1926,2
1927,1927,1
1928,1928,2
1929,1929,5
1930,1930,2
1931,1931,2
1932,1932,8
1933,1933,5
1934,1934,0
1935,1935,10
1936,1936,1
1937,1937,5
1938,1938,1
1939,1939,0
1940,1940,3
1941,1941,2
1942,1942,10
1943,1943,2
1944,1944,9
1945,1945,3
1946,1946,0
1947,1947,1
1948,1948,1
1949,1949,1
1950,1950,1
1951,1951,7
1952,1952,1
1953,1953,0
1954,1954,7
1955,1955,0
1956,1956,0
1957,1957,3
1958,1958,1
1959,1959,2
1960,1960,6
1961,1961,10
1962,1962,0
1963,1963,7
1964,1964,0
1965,1965,0
1966,1966,8
1967,1967,0
1968,1968,0
1969,1969,4
1970,1970,1
1971,1971,2
1972,1972,1
1973,1973,1
1974,1974,2
1975,1975,0
1976,1976,9
1977,1977,8
1978,1978,11
1979,1979,1
1980,1980,2
1981,1981,5
1982,1982,2
1983,1983,5
1984,1984,3
1985,1985,2
1986,1986,11
1987,1987,0
1988,1988,1
1989,1989,5
1990,1990,7
1991,1991,5
1992,1992,2
1993,1993,0
1994,1994,1
1995,1995,1
1996,1996,3
